F-1,F0,A0,C1,D1,G1,A1,A♯1,C2,C♯2,D2,E2,F2,F♯2,G2,G♯2,A2,A♯2,B2,C3,C♯3,D3,D♯3,E3,F3,F♯3,G3,G♯3,A3,A♯3,B3,C4,C♯4,D4,D♯4,E4,F4,F♯4,G4,G♯4,A4,A♯4,B4,C5,C♯5,D5,D♯5,E5,F5,F♯5,G5,G♯5,A5,A♯5,B5,C6,C♯6,D6,D♯6,E6,F6,F♯6,G6,G♯6,A6,A♯6,C7,D♯7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.65,0,0,0,0,0,12.89,16.22,0,0,0,0,29.45,0,11.12,75.95,0,25.52,0,30.57,0,0,0,0,0,0,54.38,74.83,16.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.30,0,0,0,0,0,0,22.75,0,0,0,0,31.75,0,0,78.51,0,18.04,0,45.26,0,0,0,0,0,0,19.44,21.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.78,0,0,0,159.37,0,0,0,12.35,12.36,0,27.08,0,0,18.05,0,90.74,0,0,99.01,16.07,0,0,68.35,0,0,0,0,16.57,0,0,26.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.50,0,0,0,0,10.27,0,27.06,0,0,0,21.17,93.40,10.29,0,110.77,0,0,0,92.75,0,0,0,0,16.61,0,0,22.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.63,0,0,0,0,0,0,25.26,0,0,0,0,26.75,0,0,116.01,0,0,0,57.85,0,0,0,0,0,0,0,14.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,11.08,0,0,0,0,0,35.09,0,0,149.84,0,0,0,19.64,0,0,28.08,0,16.57,0,0,29.22,0,0,80.81,0,0,0,33.46,0,0,12.67,13.93,88.47,11.17,0,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,13.78,0,0,0,97.51,0,0,137.44,0,26.77,16.82,0,0,11.30,24.26,0,62.41,0,0,28.21,0,0,58.24,17.72,0,0,15.45,0,18.53,11.97,15.75,201.11,10.55,0,0,15.77,0,0,0,0,0,0,0,22.13,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,11.19,0,0,82.67,0,0,79.59,0,0,0,0,0,0,12.53,0,88.62,0,0,25.83,0,0,33.29,20.87,0,0,0,0,14.30,0,17.86,113.38,24.99,0,0,12.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.52,0,0,42.42,0,10.05,0,0,0,0,0,0,75.71,0,0,0,0,0,18.67,19.14,0,0,0,0,11.07,0,0,75.54,12.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.50,0,0,22.01,0,0,0,0,0,11.00,0,0,67.70,0,0,11.66,0,11.64,28.88,0,0,15.13,0,0,0,0,0,34.92,12.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.59,0,0,0,0,0,0,0,0,17.94,0,0,46.18,0,0,0,0,0,43.94,13.01,0,28.58,0,0,0,0,0,11.83,23.59,0,10.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.65,0,0,0,0,0,0,0,0,19.97,0,0,32.41,0,0,0,0,0,55.12,11.02,0,13.35,0,0,0,0,0,14.60,22.26,0,11.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.42,0,0,22.00,0,0,0,0,0,44.00,14.22,0,17.51,0,0,0,0,0,11.33,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.56,0,0,21.45,0,25.11,93.98,0,0,38.81,20.80,0,79.24,0,0,0,0,0,17.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.37,0,0,16.03,10.47,0,96.34,10.90,0,61.11,12.36,0,104.96,0,0,0,0,0,23.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.48,0,0,11.60,0,0,20.98,0,0,82.02,0,0,45.21,0,0,0,0,0,13.14,0,0,10.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.39,0,0,0,0,0,19.85,0,0,58.70,0,0,35.64,0,0,0,0,0,14.25,0,0,12.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.25,0,0,0,0,0,0,0,0,37.70,0,0,27.54,0,0,0,0,0,10.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,12.83,0,0,0,82.27,0,0,24.35,0,21.77,0,0,0,17.12,0,18.52,0,79.42,0,11.66,0,11.30,14.59,15.88,27.32,13.84,12.25,0,0,45.47,20.48,15.27,0,20.80,0,0,0,0,0,19.51,0,44.41,0,0,0,0,0,0,13.56,0,0,0,0,0,0,0
0,0,13.15,0,0,0,0,0,0,0,0,0,17.29,0,0,0,45.82,185.53,0,40.00,0,23.87,0,0,0,14.63,0,19.31,0,130.83,24.97,0,0,11.76,0,0,27.41,12.01,0,0,13.60,131.51,10.67,0,0,21.66,0,0,0,0,0,45.66,0,46.54,0,0,0,0,0,0,18.22,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,11.34,0,13.70,0,0,0,0,0,227.22,0,0,0,0,0,0,0,0,0,12.39,0,97.44,0,10.27,0,10.68,0,0,16.22,0,0,0,13.64,98.48,0,0,0,0,0,0,11.91,0,0,45.98,0,17.22,0,0,0,0,0,0,12.31,0,0,0,0,0,0,0
0,0,13.55,0,0,0,0,0,0,0,0,0,0,0,23.77,0,0,222.39,0,0,0,18.46,0,0,0,11.78,10.30,14.34,0,103.14,0,0,0,0,0,0,13.50,0,0,0,0,11.58,0,0,0,0,0,0,0,0,0,38.12,0,0,0,0,0,0,0,0,11.02,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,11.70,0,0,0,194.38,0,0,0,0,0,0,0,0,0,0,0,90.33,0,0,0,0,0,0,15.13,0,0,0,0,38.98,0,0,0,0,0,0,0,0,0,31.68,0,10.70,0,0,0,0,0,0,11.14,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,11.34,0,0,22.95,0,0,0,145.32,0,0,0,20.37,0,0,22.25,0,11.59,0,10.48,66.90,0,11.17,0,12.84,63.56,15.39,39.35,0,0,10.11,0,25.72,0,10.24,0,0,14.65,0,0,0,0,27.65,0,10.76,12.69,0,12.81,150.38,10.01,12.24,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,11.11,0,14.31,0,0,0,115.13,0,0,18.90,0,0,11.95,33.39,0,0,0,13.20,50.44,0,12.88,0,13.69,103.73,0,77.00,0,0,0,0,31.33,0,0,0,0,19.90,0,0,0,0,22.84,0,0,0,0,0,229.95,10.10,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,10.72,0,13.99,0,0,74.41,0,0,12.35,0,0,0,22.07,0,0,0,0,55.38,0,0,0,0,121.48,0,85.22,0,0,0,0,26.20,0,0,0,0,25.59,0,18.82,0,0,16.79,0,0,0,0,0,17.63,0,0,0,0,0,0,0,0,0,0
10.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.25,0,0,0,0,0,0,22.29,0,0,0,0,47.94,0,0,0,0,90.16,0,68.19,0,0,0,0,23.95,0,0,0,0,22.28,0,20.86,0,0,11.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.53,0,0,0,0,0,0,22.41,0,0,0,0,40.88,0,0,0,0,72.23,0,51.49,0,0,0,0,22.34,0,0,0,0,10.08,0,17.64,0,0,0,0,0,0,0,0,14.72,0,0,10.32,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.56,0,0,0,0,0,0,31.52,0,0,0,0,58.07,0,0,0,0,41.97,16.71,38.77,0,0,10.03,0,28.84,0,10.30,0,0,11.05,0,10.11,0,0,0,0,0,14.39,20.99,11.03,23.36,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.96,0,0,0,0,0,0,26.33,0,0,0,13.44,92.11,0,0,0,11.50,74.75,0,30.24,0,0,21.02,0,56.04,0,0,0,0,18.84,0,10.81,0,0,19.03,0,0,0,14.73,0,10.63,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.66,0,0,0,0,0,0,16.66,0,0,0,0,47.11,0,0,0,0,96.71,0,34.48,0,0,28.84,0,46.43,0,0,0,0,20.55,0,0,0,0,14.42,0,0,0,40.64,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.77,0,0,10.42,0,0,0,14.40,0,0,0,0,28.94,0,0,0,0,79.12,0,29.17,0,0,17.26,0,29.55,0,0,0,0,17.67,0,0,0,0,11.56,20.78,42.16,14.10,10.33,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,10.04,0,0,0,0,12.51,0,0,28.60,0,88.86,0,0,0,17.09,0,0,142.97,0,20.37,0,22.64,55.74,0,0,0,65.68,61.97,0,52.97,0,0,28.83,0,27.40,0,18.93,10.03,0,14.33,0,0,0,12.63,12.50,18.42,27.71,12.25,10.19,0,0,0,0,0,0,0,0,0,12.35,0,0
0,0,12.04,0,0,0,0,14.33,0,0,0,0,16.72,0,0,21.24,0,99.20,0,30.99,0,0,20.41,0,109.08,0,0,0,13.98,70.06,14.56,11.09,0,19.70,27.30,10.57,54.49,0,0,39.91,0,20.05,0,26.54,0,10.64,10.79,13.94,11.88,10.60,12.08,63.89,10.62,147.74,0,0,0,0,0,0,0,0,0,27.90,0,0,0,0
0,0,10.52,0,0,0,0,13.70,0,0,0,11.07,0,0,19.12,0,0,80.57,0,0,12.96,10.53,0,13.54,57.95,20.30,0,12.89,14.19,36.20,12.08,0,41.40,46.06,0,0,49.52,0,0,43.57,0,16.18,0,31.89,12.48,19.70,0,19.71,0,20.64,73.27,120.25,13.06,76.00,10.29,0,0,0,0,0,0,0,10.93,41.86,0,0,0,0
0,0,0,0,0,0,0,13.38,0,0,0,0,0,0,10.52,0,0,59.25,0,0,23.87,0,0,18.65,74.30,0,0,0,0,29.39,11.55,11.94,0,227.52,39.01,23.49,51.39,30.42,0,42.50,0,16.15,0,26.81,12.73,63.00,18.53,0,19.41,10.28,347.99,80.69,0,26.74,0,11.10,0,11.33,14.47,0,0,0,35.13,12.73,0,0,0,0
0,0,0,0,0,0,0,10.52,0,0,0,0,0,0,14.35,0,0,39.08,0,21.60,19.18,0,0,21.67,76.10,10.82,0,0,0,30.07,0,0,22.01,183.30,26.31,0,97.64,10.96,0,36.62,0,0,0,10.57,0,13.89,10.64,0,20.74,23.06,22.45,16.03,14.27,15.71,0,0,0,11.53,18.77,0,0,0,17.73,15.79,0,0,0,15.72
0,0,0,0,0,0,0,11.73,0,0,0,0,0,0,0,11.29,0,54.30,0,21.06,0,10.93,0,0,74.50,0,0,14.75,0,82.85,0,18.06,0,57.44,18.07,12.66,89.38,12.05,16.53,35.69,0,36.07,38.67,167.79,37.98,20.29,16.30,10.18,21.40,0,10.47,73.35,0,22.35,0,29.13,0,10.73,18.27,0,0,0,16.84,77.55,0,0,12.96,11.55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.71,0,62.38,0,28.40,10.16,0,0,10.69,29.81,0,11.31,0,0,221.84,0,21.96,0,73.78,0,14.59,78.79,0,12.65,46.89,16.59,40.94,44.59,397.73,0,19.32,11.68,14.07,0,0,57.76,90.59,0,24.71,0,46.08,0,24.28,15.93,0,0,0,24.52,21.84,0,0,28.43,0
0,0,0,0,0,0,0,0,0,0,12.04,0,0,0,0,0,0,39.90,0,20.92,0,0,0,17.32,19.35,14.51,0,0,0,148.28,0,19.86,12.80,41.99,18.58,11.45,91.14,10.20,10.51,86.72,0,93.76,44.34,222.74,43.47,501.66,34.99,23.53,24.78,10.15,21.29,61.93,0,17.18,0,33.71,0,99.55,0,0,0,0,21.22,13.22,33.07,0,19.77,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.06,0,14.50,0,0,0,0,0,0,0,0,0,38.88,0,0,0,32.95,13.51,11.24,79.10,0,0,60.71,0,70.03,26.42,166.06,0,578.06,0,11.80,21.41,0,10.68,38.14,0,16.18,0,24.11,0,41.63,12.22,0,0,0,12.31,0,36.51,0,13.22,0
0,0,10.03,0,0,0,0,0,12.46,0,70.22,0,0,12.74,0,18.88,22.01,0,0,23.69,0,31.45,21.32,0,25.95,0,10.69,0,0,39.90,11.15,13.10,0,38.30,41.50,12.49,70.22,13.43,61.32,32.03,0,14.56,14.30,153.33,58.05,241.76,473.79,0,24.67,0,10.03,18.23,22.12,16.73,0,16.85,13.96,15.01,45.34,0,0,0,0,0,18.02,0,0,0
10.88,0,16.12,0,0,0,14.81,0,0,0,0,99.08,0,0,0,0,13.55,25.84,0,20.36,0,11.71,20.78,0,32.13,0,0,0,0,57.21,0,0,0,15.42,44.26,0,58.63,0,68.70,10.60,0,46.20,11.31,53.05,13.18,239.47,460.96,12.42,14.94,0,11.81,12.91,17.92,11.86,0,0,20.97,14.43,27.04,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,97.70,0,0,0,0,0,0,24.55,0,12.92,0,0,20.21,0,45.61,0,15.34,14.87,0,54.41,0,10.31,0,11.76,44.25,0,10.03,0,51.23,10.68,0,35.17,0,34.26,15.26,120.86,312.48,11.15,11.10,0,12.55,0,14.12,0,0,0,13.92,0,27.59,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,91.94,0,0,0,0,14.88,19.82,0,0,10.86,0,0,12.94,0,24.24,0,0,0,0,34.78,0,0,0,12.31,43.62,0,14.72,0,41.33,10.33,0,27.79,0,28.19,36.24,64.36,219.38,0,0,0,10.77,0,10.88,0,0,0,0,0,10.50,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,89.66,0,0,0,0,0,0,0,0,0,0,0,16.11,0,0,10.09,11.39,0,0,45.61,0,0,0,0,32.20,10.24,0,0,43.10,12.76,0,23.22,0,35.65,30.38,13.46,120.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,84.38,0,0,0,0,0,0,0,0,0,0,0,16.48,0,10.82,0,0,0,0,28.18,0,0,0,0,51.37,0,0,0,40.13,0,0,11.15,0,19.99,22.67,50.44,73.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,73.06,0,0,0,0,0,0,0,0,0,0,0,18.70,0,0,0,13.07,0,0,0,0,0,0,0,88.16,0,0,0,29.78,0,0,0,0,12.65,13.44,48.62,47.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,65.30,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,0,18.77,0,0,10.62,0,0,0,0,91.34,0,0,0,12.74,0,0,0,0,0,0,19.06,35.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,57.86,0,0,0,0,0,0,0,0,0,0,0,22.82,0,0,0,22.76,0,0,54.98,0,0,0,0,81.69,0,0,0,40.32,0,0,20.23,0,0,0,0,18.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,53.76,0,0,0,0,0,0,0,0,0,0,0,22.07,0,0,0,19.13,0,0,57.14,0,0,0,0,58.30,0,0,0,61.01,0,0,26.47,0,0,0,0,12.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,49.38,0,0,0,0,0,0,0,0,0,0,0,15.94,0,0,0,16.28,0,11.26,14.73,0,0,0,0,31.45,0,0,0,42.44,0,0,16.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,44.01,0,0,0,0,0,0,0,0,0,0,0,39.89,0,0,0,19.90,0,0,0,0,0,0,11.43,35.36,0,0,0,25.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,39.94,0,0,0,0,0,0,0,0,0,0,0,67.84,0,0,0,16.82,0,0,15.72,0,0,0,0,65.27,0,0,0,19.74,0,0,0,0,0,0,0,12.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,35.49,0,0,0,0,0,0,0,0,0,0,0,55.07,0,0,0,14.60,0,0,22.41,0,0,0,0,63.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,32.28,0,0,0,0,0,0,0,0,0,0,0,55.38,0,0,0,13.27,0,0,23.77,0,0,0,0,37.46,0,0,0,0,0,0,0,0,0,0,0,10.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,30.04,0,0,0,0,0,0,0,0,0,0,0,46.85,0,0,0,10.65,0,0,14.22,0,0,0,0,20.04,0,0,0,0,0,0,0,0,0,0,0,10.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,27.72,0,0,0,0,0,0,0,0,0,0,0,38.18,0,0,0,0,0,0,0,0,0,0,0,10.87,0,0,0,17.61,0,0,0,0,0,0,0,10.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,24.55,0,0,0,0,0,0,0,0,0,0,0,28.87,0,0,0,0,0,0,0,0,0,0,0,12.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,24.06,0,0,0,0,0,0,0,0,0,0,0,19.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,22.31,0,0,0,0,0,0,0,0,0,0,0,12.52,0,0,0,0,0,0,0,0,0,0,0,13.09,0,0,0,10.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
